"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9464","input fields","chromium","Wed Aug 20 08:24:05 EEST 2025","passed","Wed Aug 20 08:24:14 EEST 2025","","testMoblie.spec.js","",""
